Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompanyLoyaltyRatio,PositionStagnationRatio,ManagementStabilityRatio,JobLevelSalaryRatio,DepartmentSalaryRatio,EducationReturnRatio
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,1,Yes,22,4,1,0,4,0,3,3,2,1,2,0.75,0.3333333333333333,0.6666666666666666,0.832820434878857,0.3695122694690972,0.3727528796968416
33,No,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444,20489,1,No,11,3,4,0,10,2,3,10,8,6,0,1.0,0.6,0.0,1.1251447455611867,2.5066198078414432,2.676583308184958
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0,0.0,1.0,1.0,0.8626024668025731,0.382726193797376,0.368866445360963
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,No,18,3,1,0,5,4,3,3,2,0,2,0.6,0.0,0.6666666666666666,1.2386454722972058,0.5495718889303419,0.6119948232187608
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,No,14,3,4,2,8,2,3,5,3,0,2,0.625,0.0,0.4,0.8145206321305495,0.3613928701830464,0.3322404033985267
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,No,22,4,3,1,32,1,2,5,4,1,3,0.15625,0.2,0.6,1.1222422281597735,2.769988787803887,2.7942814967020024
33,No,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2,1.0,0.16666666666666666,0.3333333333333333,0.9974052282065036,0.8737110447420963,0.8032314246040152
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,No,17,3,2,1,21,2,4,18,16,0,11,0.8571428571428571,0.0,0.6111111111111112,1.0118370139461548,3.091580681094528,2.9796245850518055
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2,0.5,1.0,1.0,1.0086420691273017,0.44752218417821293,0.41142192685165574
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,1.0,0.0,0.8888888888888888,0.6602720834683359,0.5783877962004439,0.5834602378020791
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7,1.0,0.0,0.7777777777777778,0.7565958391078124,0.5982032939717913,0.6685783016708108
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1,0.7142857142857143,0.0,0.2,0.7650035188115998,0.3394227309384383,0.32713114039499713
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5,0.5454545454545454,0.08333333333333333,0.4166666666666667,0.9012639033321751,2.2245562004703556,2.1439978540052977
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,1,No,17,3,2,1,3,0,2,2,1,0,2,0.6666666666666666,0.0,1.0,0.9630719720873987,0.4273032879168707,0.4758383851445984
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7,0.6153846153846154,0.0,0.875,1.104687918338854,1.726566377592572,1.7417083068988573
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2,0.8,0.75,0.5,0.7954888272339407,0.6968355034322441,0.7759853248054797
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2,0.8,0.0,0.5,1.343061993861078,0.5959002260331024,0.547830762079597
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3,1.0,0.0,0.75,0.75386969508028,0.6603778085988001,0.7353865952234703
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,No,15,3,4,0,0,2,3,0,0,0,0,1.0,1.0,1.0,0.37711946447982714,0.16732330685567479,0.16879072665289985
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,1,22,2,3,10,7,0,8,0.45454545454545453,0.0,0.8,1.0938905998193593,1.7096907633901917,1.6477773530496596
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1,1.0,0.625,0.0625,1.058137214910467,1.6538101918332537,1.5204023394290287
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416,17802,1,Yes,12,3,3,3,9,4,2,8,7,1,7,0.8888888888888888,0.125,0.875,1.162850832250471,1.8174718088148272,1.8334109757083774
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,0,1.0,0.0,0.0,0.932931120501951,0.4139301596810223,0.39894041511585016
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,1,No,17,3,1,0,4,3,3,3,2,1,2,0.75,0.3333333333333333,0.6666666666666666,0.8690612207137405,0.3855918641336292,0.3716283405425343
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,No,12,3,2,0,8,2,3,8,7,1,3,1.0,0.125,0.375,0.9944973412438024,0.8711637822209823,0.8788038594145271
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,No,15,3,1,1,4,3,2,4,3,1,1,1.0,0.25,0.25,0.8794669909039545,0.3902087774531483,0.4345305074476195
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,0.10526315789473684,1.0,1.0,0.7705900451158118,0.6750245680952056,0.6505797538812326
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,0.5555555555555556,0.26666666666666666,0.5333333333333333,1.1203745886407612,1.7510837793582938,1.6098291616653722
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,0.25,1.0,0.5,0.9092599046496241,0.7964971495708286,0.803482402896725
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,1.0,0.5238095238095238,0.38095238095238093,0.8218639273068472,2.0285761902521484,2.258991320235646
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,1,No,18,3,2,1,4,2,3,3,2,2,2,0.75,0.6666666666666666,0.6666666666666666,0.768227386958617,0.6729549172968005,0.6186696850949658
35,No,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2,1.0,0.3333333333333333,0.6666666666666666,1.4054966150023622,0.623601705950217,0.6010190792341481
42,No,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,0,0.047619047619047616,0.0,0.0,0.9536872581624424,2.6300540210342773,2.9394640056403674
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,0.125,0.0,0.0,0.8539907949210167,0.37890530001570505,0.36518391845220133
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,0.16666666666666666,0.8,0.6,0.8853323078177511,2.1852328353006585,2.1060985145692923
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,0.06666666666666667,0.0,0.0,0.8681860013014701,0.7605170664600936,0.7671867756621338
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,0.47058823529411764,0.75,0.875,1.1604286410529383,1.016516949832049,0.9345176104403493
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10,1.0,0.23809523809523808,0.47619047619047616,1.0407034697742699,3.1797796458880994,3.5409538250719317
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,0.05263157894736842,0.0,0.0,1.2469382781932983,0.9858930578766418,1.0041856421662076
26,Yes,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,0.2857142857142857,1.0,1.0,0.9030806448538842,0.7140216593192004,0.7980219987994857
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,0.9696969696969697,0.1875,0.28125,1.034033963734561,2.8516320847634393,3.5182610853929046
44,No,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,0.5217391304347826,0.9166666666666666,0.9166666666666666,0.8591451508183334,1.9140206283219456,2.0438024343627403
50,No,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,1,No,12,3,1,1,19,3,3,18,7,0,13,0.9473684210526315,0.0,0.7222222222222222,1.153522409516523,0.9120337033002545,0.9738749287462697
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,0.9444444444444444,0.8823529411764706,0.8235294117647058,0.9842423321295583,0.4366963184634785,0.4014693508908188
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,1.0,0.09523809523809523,0.38095238095238093,1.1082530706801965,1.7321385143575088,1.6694121986386345
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,1,No,19,3,4,0,3,2,2,2,2,2,2,0.6666666666666666,1.0,1.0,0.840355647775219,0.33653425762237216,0.41520622131469803
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,0.34615384615384615,0.1111111111111111,0.1111111111111111,1.1384318252209897,2.5362210277689448,2.8345921269492695
32,No,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,0.8,0.875,0.875,1.4442491384693665,0.6407957279677364,0.5891046800348325
34,No,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,1,No,11,3,4,1,16,2,2,15,1,0,9,0.9375,0.0,0.6,1.7674500445168089,1.3974362320143334,1.4233647238108686
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,0.42857142857142855,0.0,0.6666666666666666,1.2125592420383327,1.7105481651309642,1.9117838345158134
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,1.0,0.0,0.6666666666666666,0.7811504035895181,0.3271466531817553,0.3186287921579703
53,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,0.5,0.4,0.8,0.766507753388647,1.0813066988080062,1.1546256245179896
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,0.1111111111111111,0.0,0.0,0.878545348606093,0.7695916891915622,0.7417222948730845
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,0.5,0.3333333333333333,0.6666666666666666,0.732709749255763,0.3250943792571721,0.31332166448714077
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,1.0,0.0,0.0,0.7965796490439735,0.3190034380536576,0.3249223328390878
28,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,1.0,0.0,0.0,0.37747828414155865,0.1511673949695711,0.18650595423700356
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,0.25,1.0,1.0,1.012230265744617,0.4491142232539092,0.4128855409635435
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,0.27586206896551724,0.875,0.875,1.0023538100459435,3.062605569916856,2.8155544670385275
37,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,0.5,0.0,0.25,0.7464182347383582,0.6538504483884456,0.6301724172618449
40,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,0.875,1.0,0.7142857142857143,1.5259136836774425,1.2064652549092385,1.2882706635817993
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,1.0,0.2,0.6,0.7201510610951599,0.31952224249223526,0.35581506668599444
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,0.08695652173913043,1.0,1.0,1.0226749612606818,3.1246950938690095,2.8726354174021513
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,0.6923076923076923,0.7777777777777778,0.0,1.088491940559612,1.535527359928552,1.5640180399632846
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,0.2777777777777778,0.0,0.6,1.0556474448141306,0.4683778960698337,0.45141642356570433
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,1,No,11,3,2,0,15,2,2,14,8,7,8,0.9333333333333333,0.5,0.5714285714285714,0.9022891268460644,1.410228213251729,1.0701110168702352
55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,0.2903225806451613,0.6666666666666666,0.2222222222222222,1.0807684795129124,2.667620675236619,2.9706214536076345
43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,0.05555555555555555,0.0,0.0,1.0999004280519082,1.5516212270736014,1.6568302317003654
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,1.0,0.0,1.0,0.8335380742023201,0.33380404801740843,0.35643791704389227
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,1.0,1.0,0.0,0.5080886410118318,0.22543273311858752,0.21726908761693994
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,0.8421052631578947,0.0625,0.4375,0.8387436458041206,0.7347260334338146,0.6754579126362117
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,0.5555555555555556,0.2,0.7,0.8830551875212698,0.3918008165288446,0.3601954329355833
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,1.0,0.1,0.9,0.8884359634625619,1.3885764818222601,1.4007542510624096
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,0.8333333333333334,0.2,0.6,1.41913176214816,0.6296514544378627,0.6351734766053463
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,1,No,15,3,3,1,7,1,2,6,2,0,2,0.8571428571428571,0.0,0.3333333333333333,1.809614405475976,1.5851933076707458,1.5277883512725077
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,1.0,0.0,0.8,1.2113751780056101,0.5374723919550505,0.5421860068317697
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,1,No,18,3,1,1,20,4,2,19,9,1,9,0.95,0.05263157894736842,0.47368421052631576,0.8987239745047219,1.4046560764867921,1.5642034545941848
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,0.7857142857142857,1.0,0.09090909090909091,1.0514143562096496,1.6433027339336586,1.5107424862905694
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,1.0,0.3333333333333333,0.6666666666666666,1.6581056568613521,0.7356812568792324,0.55825050902657
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,0.13043478260869565,0.3333333333333333,0.6666666666666666,1.1180317742450216,1.7474220894841925,1.9459024274765695
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,0.8,0.125,0.875,0.6651791427178941,0.5826863017048237,0.5615853535861584
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,0.8333333333333334,0.15,0.3,1.0677121954843585,1.5751728151819748,1.6834104631548015
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7251519862290734,1.133372617988153,1.0923295443114374
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,1,Yes,22,4,1,0,9,2,3,8,7,4,7,0.8888888888888888,0.5,0.875,0.9760368495641216,1.3768878123559223,1.4702488683231063
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,0.9285714285714286,0.23076923076923078,0.6153846153846154,0.8192971517410566,0.7176912153238648,0.6597972416390124
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,1.0,0.5,0.5,0.7919149934414638,0.3513630240061601,0.354444465959039
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,1,No,17,3,3,0,7,1,2,6,2,0,4,0.8571428571428571,0.0,0.6666666666666666,1.4095982051693954,1.2347855071100033,1.3750381949260453
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,0.125,0.0,0.0,1.2165872080201048,0.9618959524014343,0.9797432864976817
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,1.0,0.7142857142857143,0.8571428571428571,1.3244033714510388,0.587621622839482,0.654366423088194
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,1.0,0.0,0.0,0.8529143359358221,0.37842768829299617,0.3647236025886061
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,0.4,1.0,1.0,0.8299498775850048,0.3682386382085402,0.35490353083190823
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,1,No,17,3,4,1,23,3,3,22,6,13,7,0.9565217391304348,0.5909090909090909,0.3181818181818182,1.139399331021461,2.8123370272174073,2.8370011287568753
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,1.0,0.0,0.0,0.9314958418550249,0.4132933440507438,0.39832666063105654
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,0.0,1.0,1.0,0.8592805974781976,0.6793911059088709,0.6919967521005437
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,1,No,17,3,3,1,4,3,3,3,2,0,2,0.75,0.0,0.6666666666666666,0.7818581070962789,0.6181769326607365,0.6600929483955337
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,0.0,1.0,1.0,1.068923772298197,0.47426844064990975,0.43601064393137046
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,0.18518518518518517,0.4,0.2,1.089089029396964,2.6881579793131007,2.471312427922521
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,1.0,0.26666666666666666,0.8,1.01648823639923,0.803687490555904,0.8185993727788369
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,0.4444444444444444,0.5,0.0,1.063943320152082,1.6628848145647224,1.5287449398667892
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,1,Yes,14,3,2,2,9,2,3,8,7,2,7,0.8888888888888888,0.25,0.875,0.8902694703809667,1.2558964182833188,1.2791987337899222
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,0.6363636363636364,0.14285714285714285,1.0,0.9020726295930404,0.40023862363003465,0.3679525877285886
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,1,No,17,3,2,3,10,3,2,9,7,1,7,0.9,0.1111111111111111,0.7777777777777778,0.7797497477993478,1.2187059124454713,1.174572645273782
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,0.5217391304347826,0.3333333333333333,0.75,1.1264992536818463,2.5096374079311397,3.0963179569859953
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,0.1,0.0,0.0,0.7487838531774011,1.056303726636233,1.1805714858472567
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,0.4444444444444444,0.0,0.125,1.1021413809521807,1.7225862799033314,1.6602058813667304
